chromosome	start	end	n_samples	pvalue	adj_pvalue	neg_med	pos_med	ambiguous_med	unique_cpg_pos	labels	med_llr_list	raw_llr_list	raw_pos_list	comment
1	7454000	7455000	2	0.0045300416817444684	0.011267045654941117	1	1	0	18	["02_lean_control","03_obese"]	[-3.01,2.975]	[[-4.3,-3.17,-4.42,-6.84,-0.95,-6.82,-4.605,-2.85,-8.24,-4.505,-0.735,2.325,2.215,-0.76,-1.97,-0.36],[3.35,2.6,-1.53,-0.88,4.26,7.525]]	[[7454190,7454264,7454284,7454322,7454417,7454438,7454555,7454580,7454627,7454649,7454747,7454889,7454916,7454928,7454954,7454971],[7454113,7454173,7454190,7454264,7454284,7454322]]	Non-significant pvalue
1	7464000	7465000	2	0.004662004662004662	0.011267045654941117	1	1	0	15	["02_lean_control","03_obese"]	[-3.438,2.6]	[[-6.27,-1.28,-2.87,-2.81,-6.08,-4.11,-0.39,-9.395,2.195,-4.005],[2.685,2.47,3.8,2.6,-2.08]]	[[7464462,7464590,7464612,7464668,7464684,7464700,7464794,7464813,7464835,7464878],[7464175,7464194,7464229,7464248,7464990]]	Non-significant pvalue
1	7568000	7569000	2	0.0021756021756021756	0.007599469229687918	1	1	0	10	["02_lean_control","03_obese"]	[-5.545,2.925]	[[-2.91,-4.21,-1.575,-8.505,-4.69,-6.715,-6.4,-6.79],[-0.67,-4.56,5.73,9.895,2.925,1.545,5.385]]	[[7568028,7568044,7568269,7568307,7568322,7568908,7568920,7568946],[7568028,7568044,7568233,7568258,7568269,7568307,7568322]]	Significant pvalue
1	7599000	7600000	2	0.0001753939668125438	0.0023170466142078154	1	1	0	15	["02_lean_control","03_obese"]	[2.72,-5.862]	[[5.18,8.765,10.25,1.48,1.59,5.25,-1.34,2.72,-1.855,1.77,3.05,4.595,1.515],[-1.29,-0.17,-10.67,-6.27,-19.355,-3.68,-2.57,-6.635,-9.44,-5.455]]	[[7599280,7599300,7599330,7599346,7599400,7599418,7599442,7599470,7599498,7599523,7599562,7599705,7599756],[7599100,7599119,7599280,7599300,7599330,7599346,7599400,7599418,7599442,7599470]]	Significant pvalue
1	7990000	7991000	2	0.0021440236871193984	0.007599469229687918	1	1	0	8	["02_lean_control","03_obese"]	[-2.665,2.673]	[[-5.415,-4.89,-1.615,-1.235,0.93,-5.415,-2.665],[2.04,11.345,3.61,1.785,5.745,3.305,1.085,-0.42]]	[[7990023,7990064,7990104,7990141,7990179,7990200,7990228],[7990023,7990064,7990104,7990141,7990179,7990200,7990228,7990297]]	Significant pvalue
1	8335000	8336000	2	0.06493506493506493	0.07787779906510714	1	1	0	6	["02_lean_control","03_obese"]	[3.27,-2.242]	[[5.695,3.43,-8.06,2.43,3.11,3.795],[-6.77,-0.965,-8.03,-2.12,-1.3,-2.365]]	[[8335453,8335481,8335496,8335564,8335586,8335609],[8335453,8335481,8335496,8335564,8335586,8335609]]	Non-significant pvalue
1	8451000	8452000	2	0.06392760557520283	0.07709046190503183	1	1	0	22	["02_lean_control","03_obese"]	[-3.25,2.55]	[[-3.285,-3.525,1.36,1.25,-0.325,-3.25,-5.69],[-0.93,4.08,3.15,-4.025,-0.715,3.08,0.615,-8.42,-2.365,2.02,-3.97,5.51,3.97,3.69,1.21,13.08,4.0,13.17]]	[[8451046,8451071,8451082,8451103,8451213,8451569,8451585],[8451071,8451082,8451103,8451300,8451326,8451341,8451358,8451373,8451415,8451454,8451771,8451809,8451838,8451859,8451893,8451916,8451951,8451981]]	Non-significant pvalue
1	8596000	8597000	2	0.00166933664274255	0.006496178253153179	1	1	0	12	["02_lean_control","03_obese"]	[-6.38,2.402]	[[-0.9,-2.445,-2.685,-6.38,-7.62,-8.485,-0.25,-7.185,-7.685],[-1.24,-2.24,-2.19,4.005,7.715,2.02,2.785,1.84,7.53,3.69]]	[[8596132,8596174,8596382,8596397,8596439,8596463,8596476,8596925,8596969],[8596005,8596132,8596174,8596243,8596320,8596382,8596397,8596439,8596463,8596476]]	Significant pvalue
1	8811000	8812000	2	0.03596403596403597	0.04855075773247114	1	1	0	13	["02_lean_control","03_obese"]	[-2.35,2.912]	[[-0.43,0.0,-1.885,-4.44,-9.2,-2.35,-10.32,-2.545,5.69],[-0.81,-0.63,2.92,6.11,2.905,3.66]]	[[8811383,8811402,8811430,8811452,8811483,8811524,8811540,8811645,8811953],[8811383,8811402,8811705,8811739,8811787,8811866]]	Non-significant pvalue
1	9696000	9697000	2	0.044854784018870705	0.05845776388412048	1	1	0	20	["02_lean_control","03_obese"]	[4.428,-3.36]	[[5.135,3.72,13.96,7.86,-10.94,-0.82],[-1.51,-5.76,-5.05,-4.36,-7.53,-5.875,-2.055,-11.685,1.43,3.81,2.535,-4.345,-3.36,-0.73,-1.885]]	[[9696517,9696533,9696561,9696611,9696658,9696674],[9696170,9696190,9696228,9696250,9696294,9696326,9696349,9696377,9696674,9696702,9696750,9696794,9696845,9696875,9696982]]	Non-significant pvalue
1	10111000	10112000	2	0.03111888111888112	0.04344527145480662	1	1	0	10	["02_lean_control","03_obese"]	[-3.43,3.815]	[[1.585,0.375,-1.54,-5.925,-8.21,-4.045,-3.43,-7.37,-1.82],[-0.53,-1.9,12.155,4.49,3.815,6.89,-3.97]]	[[10111067,10111156,10111183,10111204,10111303,10111360,10111409,10111440,10111540],[10111183,10111204,10111303,10111360,10111409,10111440,10111953]]	Non-significant pvalue
1	10112000	10113000	2	0.40824534942182	0.4128270957894318	1	1	0	11	["02_lean_control","03_obese"]	[2.185,-2.025]	[[7.72,2.995,8.95,4.545,6.59,-4.825,-3.335,-4.99,1.375,-10.81],[-1.04,-2.28,-1.73,-1.79,-2.26,-3.65,-0.19,-4.11]]	[[10112038,10112053,10112072,10112086,10112097,10112143,10112169,10112403,10112440,10112799],[10112000,10112038,10112053,10112072,10112086,10112097,10112143,10112169]]	Non-significant pvalue
1	10219000	10220000	2	0.05194805194805195	0.06493968500371916	1	1	0	6	["02_lean_control","03_obese"]	[2.008,-6.15]	[[3.58,-2.585,0.32,2.075,6.98,1.94],[-7.48,0.48,-6.15,1.52,-6.375]]	[[10219224,10219273,10219293,10219307,10219537,10219803],[10219224,10219273,10219293,10219307,10219537]]	Non-significant pvalue
1	11630000	11631000	2	0.148989898989899	0.1605578612451279	1	1	0	8	["02_lean_control","03_obese"]	[-2.68,2.625]	[[-0.64,-2.68,-3.28,-3.325,1.77],[2.835,-4.015,-2.11,0.265,4.535,2.625,17.47]]	[[11630180,11630284,11630670,11630683,11630911],[11630180,11630670,11630683,11630708,11630911,11630947,11630996]]	Non-significant pvalue
1	11777000	11778000	2	0.019051158181592965	0.029899852545831922	1	1	0	22	["02_lean_control","03_obese"]	[-3.285,2.105]	[[-4.205,-3.375,-9.045,-2.515,-3.195,-5.54,0.34,-1.3,-2.25,-4.49,-2.055,-18.135,-8.42,-1.8,-1.92,-5.26,-3.04,2.26,-5.85,-13.53,-4.72,-2.125],[2.105,-0.735,4.825,3.645,-4.8]]	[[11777055,11777080,11777111,11777153,11777186,11777292,11777359,11777380,11777407,11777419,11777452,11777486,11777536,11777569,11777625,11777659,11777684,11777702,11777716,11777739,11777760,11777794],[11777359,11777380,11777407,11777419,11777794]]	Non-significant pvalue
1	12050000	12051000	2	0.005050505050505051	0.011800182677842254	1	1	0	7	["02_lean_control","03_obese"]	[-5.89,2.52]	[[-5.89,-6.84,-11.17,-3.735,-2.17,0.31,-10.43],[3.345,-0.145,7.92,1.17,2.52]]	[[12050131,12050178,12050206,12050230,12050277,12050293,12050351],[12050206,12050230,12050277,12050293,12050351]]	Non-significant pvalue
1	12226000	12227000	2	0.0011655011655011655	0.005482692229680181	1	1	0	12	["02_lean_control","03_obese"]	[-6.118,2.475]	[[-2.63,-12.175,-6.835,-7.625,-1.29,-5.4],[2.475,1.0,2.72,1.69,2.775,1.14,10.625]]	[[12226246,12226555,12226783,12226810,12226826,12226994],[12226034,12226054,12226075,12226161,12226188,12226246,12226438]]	Significant pvalue
1	13905000	13906000	2	0.05555555555555555	0.068116616267349	1	1	0	8	["02_lean_control","03_obese"]	[-3.95,4.27]	[[-4.5,-5.26,-3.95,1.245,-0.3],[6.775,9.96,-3.685,4.27,0.745]]	[[13905744,13905793,13905829,13905938,13905953],[13905868,13905885,13905920,13905938,13905953]]	Non-significant pvalue
1	14127000	14128000	2	0.00846233230134159	0.016867065063479493	1	1	0	14	["02_lean_control","03_obese"]	[2.135,-3.635]	[[3.94,6.7,2.135,2.445,-2.34,0.035,-4.65],[-3.96,-8.335,-2.63,-12.285,0.75,-2.02,-9.42,-2.8,-4.71,-4.535,-3.635,-2.675,-1.61]]	[[14127151,14127180,14127207,14127276,14127497,14127520,14127935],[14127010,14127038,14127151,14127180,14127207,14127263,14127276,14127291,14127341,14127376,14127415,14127497,14127520]]	Non-significant pvalue
1	14244000	14245000	2	0.03652230122818358	0.04922875585571044	1	1	0	13	["02_lean_control","03_obese"]	[3.33,-3.16]	[[-0.14,15.87,6.8,10.63,-5.14,-1.305],[-2.21,-9.185,-5.62,-6.675,-3.87,-3.28,-0.495,0.32,-0.95,-2.79,-3.16]]	[[14244243,14244262,14244317,14244334,14244638,14244656],[14244243,14244262,14244465,14244582,14244601,14244638,14244656,14244752,14244829,14244893,14244948]]	Non-significant pvalue
1	15349000	15350000	2	0.010101010101010102	0.019103847952071852	1	1	0	7	["02_lean_control","03_obese"]	[-2.045,2.465]	[[0.27,-3.25,-5.695,-4.84,-1.61,-2.045,-0.72],[-1.355,1.63,2.53,4.065,2.465]]	[[15349201,15349257,15349528,15349556,15349573,15349627,15349646],[15349528,15349556,15349573,15349627,15349646]]	Non-significant pvalue
1	15519000	15520000	2	0.014019277113959953	0.024387989989334294	1	1	0	12	["02_lean_control","03_obese"]	[-2.36,2.485]	[[-2.755,-5.11,-1.965,-0.8,-1.035,-2.91,-0.25,-4.09,-10.54,3.22],[2.725,4.635,4.33,2.245,-0.59,-1.185,3.56,4.775,0.84,-4.515]]	[[15519109,15519131,15519144,15519211,15519241,15519366,15519390,15519408,15519437,15519990],[15519109,15519131,15519144,15519211,15519241,15519271,15519305,15519366,15519390,15519408]]	Non-significant pvalue
1	16711000	16712000	2	0.16734143049932523	0.1784636682168828	1	1	0	13	["02_lean_control","03_obese"]	[-2.15,3.14]	[[-5.08,0.465,-2.385,-11.75,-1.695,1.56,-5.0,-1.48,-4.47,-7.96,-1.52,-1.915],[-10.38,-2.755,3.37,3.14,3.765,5.875,-4.22]]	[[16711035,16711061,16711173,16711206,16711298,16711404,16711415,16711554,16711866,16711886,16711922,16711934],[16711035,16711061,16711404,16711415,16711475,16711554,16711866]]	Non-significant pvalue
1	17414000	17415000	2	0.030303030303030304	0.04237359669114544	1	1	0	9	["02_lean_control","03_obese"]	[-3.465,2.205]	[[-4.65,2.355,-0.35,-2.28,-18.7,-7.93],[1.015,2.85,2.205,0.03,2.45]]	[[17414005,17414076,17414246,17414270,17414702,17414962],[17414246,17414270,17414283,17414297,17414398]]	Non-significant pvalue
1	17670000	17671000	2	0.030303030303030304	0.04237359669114544	1	1	0	11	["02_lean_control","03_obese"]	[2.0,-4.575]	[[2.27,10.455,2.0,-3.26,-1.635],[-6.345,-2.155,-2.175,-3.07,-6.165,-6.08]]	[[17670456,17670472,17670488,17670707,17670871],[17670023,17670050,17670209,17670267,17670365,17670387]]	Non-significant pvalue
1	18016000	18017000	2	0.0011655011655011655	0.005482692229680181	1	1	0	11	["02_lean_control","03_obese"]	[-4.14,2.06]	[[-7.32,-6.06,-4.14,-1.74,-16.01,-3.2,-3.63],[5.23,2.58,0.26,1.54,2.61,0.52]]	[[18016291,18016323,18016537,18016605,18016630,18016653,18016815],[18016653,18016712,18016815,18016918,18016954,18016983]]	Significant pvalue
1	18175000	18176000	2	0.17748917748917747	0.18769093280077329	1	1	0	7	["02_lean_control","03_obese"]	[2.17,-2.4]	[[3.32,6.205,-0.81,2.17,-5.09],[2.62,-0.97,-1.745,-4.35,-8.63,-3.055]]	[[18175178,18175197,18175333,18175586,18175954],[18175178,18175197,18175586,18175648,18175854,18175954]]	Non-significant pvalue
1	18230000	18231000	2	0.02897102897102897	0.041998430612292	1	1	0	11	["02_lean_control","03_obese"]	[-4.08,3.64]	[[-7.08,-1.7,-4.055,-4.08,-4.64],[4.26,7.45,8.465,0.49,3.64,-0.11,8.42,-7.49,-2.035]]	[[18230262,18230284,18230681,18230797,18230840],[18230135,18230158,18230169,18230190,18230469,18230605,18230681,18230797,18230840]]	Non-significant pvalue
1	19143000	19144000	2	0.004662004662004662	0.011267045654941117	1	1	0	12	["02_lean_control","03_obese"]	[-3.65,3.282]	[[-5.91,-3.65,-6.58,-1.57,-0.15],[-3.85,6.67,3.82,3.595,2.45,2.97,2.72,14.93,1.44,5.88]]	[[19143479,19143493,19143517,19143890,19143988],[19143356,19143479,19143493,19143517,19143533,19143556,19143568,19143588,19143630,19143642]]	Non-significant pvalue
1	19580000	19581000	2	0.12920412920412921	0.14086978281827803	1	1	0	11	["02_lean_control","03_obese"]	[-2.33,2.12]	[[-1.87,3.36,-2.15,-1.31,0.035,-3.61,-4.095,-4.835,-15.985,-2.51],[0.01,2.12,11.17,3.69,-6.48]]	[[19580354,19580416,19580442,19580467,19580536,19580552,19580573,19580596,19580636,19580711],[19580354,19580416,19580442,19580467,19580830]]	Non-significant pvalue
1	20495000	20496000	2	0.0025252525252525255	0.008089095144701344	1	1	0	7	["02_lean_control","03_obese"]	[2.005,-3.53]	[[3.37,2.005,5.34,0.11,-0.755],[-2.51,-3.945,-3.53,-3.77,-1.095,-1.54,-4.51]]	[[20495490,20495658,20495689,20495708,20495739],[20495225,20495490,20495658,20495689,20495708,20495739,20495999]]	Significant pvalue
1	20899000	20900000	2	0.010878010878010878	0.020235749192869364	1	1	0	11	["02_lean_control","03_obese"]	[2.542,-5.405]	[[6.935,6.02,3.95,5.49,-5.45,1.135,-0.63,-0.72],[-5.53,-2.38,-1.815,-5.405,-6.245]]	[[20899487,20899520,20899541,20899711,20899737,20899813,20899872,20899900],[20899055,20899419,20899442,20899711,20899737]]	Non-significant pvalue
1	22953000	22954000	2	0.005050505050505051	0.011800182677842254	1	1	0	7	["02_lean_control","03_obese"]	[-4.45,2.27]	[[-8.705,-4.45,-9.0,-0.44,-1.745],[2.27,8.25,8.485,8.04,1.61,1.18,-0.975]]	[[22953222,22953270,22953309,22953362,22953432],[22953051,22953222,22953270,22953309,22953362,22953432,22953873]]	Non-significant pvalue
1	25791000	25792000	2	0.008658008658008658	0.016874233180389588	1	1	0	6	["02_lean_control","03_obese"]	[2.03,-3.205]	[[0.11,4.135,2.49,1.5,2.03],[-0.94,-2.6,0.49,-4.0,-3.81,-4.32]]	[[25791602,25791616,25791643,25791695,25791733],[25791578,25791602,25791616,25791643,25791695,25791733]]	Non-significant pvalue
1	29707000	29708000	2	0.10374919198448611	0.1164403259768394	1	1	0	13	["02_lean_control","03_obese"]	[-3.11,2.7]	[[1.46,-0.755,-5.61,-4.05,-4.17,-0.18,-3.37,-2.97,-3.25,3.54,-9.27,0.3],[2.7,5.23,1.36,8.65,-5.9]]	[[29707111,29707253,29707332,29707348,29707439,29707469,29707523,29707552,29707591,29707618,29707650,29707774],[29707111,29707591,29707618,29707650,29707887]]	Non-significant pvalue
1	30293000	30294000	2	0.005494505494505494	0.012561933837145288	1	1	0	11	["02_lean_control","03_obese"]	[-2.43,2.465]	[[0.3,-0.375,-3.94,-2.85,-3.705,-2.055,-4.345,-1.285,-10.805,-2.43,-0.685],[4.035,0.225,5.755,2.465,-1.065]]	[[30293013,30293038,30293378,30293765,30293807,30293832,30293856,30293872,30293887,30293914,30293929],[30293765,30293807,30293832,30293856,30293872]]	Non-significant pvalue
1	32745000	32746000	2	0.05994005994005994	0.07263081745840366	1	1	0	9	["02_lean_control","03_obese"]	[-3.615,2.3]	[[-2.92,-13.82,-4.115,-1.255,-2.175,2.02,-10.595,-3.615,-4.36],[-4.84,2.76,6.725,0.04,2.3]]	[[32745103,32745188,32745223,32745551,32745564,32745583,32745681,32745805,32745818],[32745188,32745223,32745681,32745805,32745818]]	Non-significant pvalue
1	33568000	33569000	2	0.004662004662004662	0.011267045654941117	1	1	0	8	["02_lean_control","03_obese"]	[3.962,-3.58]	[[2.95,19.17,5.33,-2.85,0.58,4.975],[-4.145,-3.58,-1.24,-1.54,-3.21,-7.42,-5.41]]	[[33568304,33568334,33568413,33568431,33568453,33568974],[33568304,33568334,33568413,33568431,33568453,33568563,33568592]]	Non-significant pvalue
1	33883000	33884000	2	0.04506604506604507	0.05845776388412048	1	1	0	9	["02_lean_control","03_obese"]	[2.165,-2.5]	[[2.735,2.165,1.48,2.215,-7.265],[-9.85,-8.47,-2.99,-0.95,-2.01,0.05,-4.15,0.72]]	[[33883138,33883208,33883219,33883241,33883669],[33883002,33883013,33883138,33883183,33883208,33883219,33883241,33883553]]	Non-significant pvalue
1	34615000	34616000	2	0.005267010683006291	0.0121445377559607	1	1	0	12	["02_lean_control","03_obese"]	[-2.508,2.57]	[[-3.665,-0.41,0.335,3.51,-6.27,-2.885,-9.035,-0.89,-4.585,-3.01,-0.97,-2.13],[0.585,2.75,4.1,6.585,-0.97,2.475,2.57]]	[[34615134,34615333,34615386,34615425,34615593,34615610,34615659,34615686,34615717,34615821,34615882,34615910],[34615134,34615333,34615386,34615425,34615821,34615882,34615910]]	Non-significant pvalue
1	44671000	44672000	2	0.05555555555555555	0.068116616267349	1	1	0	5	["02_lean_control","03_obese"]	[-2.66,2.61]	[[1.55,-2.66,-1.69,-10.165,-5.11],[1.61,2.64,-3.66,7.305,2.61]]	[[44671379,44671406,44671529,44671949,44671966],[44671379,44671406,44671529,44671949,44671966]]	Non-significant pvalue
1	48640000	48641000	2	0.007936507936507936	0.016233346268270596	1	1	0	5	["02_lean_control","03_obese"]	[-2.15,3.625]	[[-2.15,-1.81,-2.85,-1.885,-7.69],[3.625,3.19,-0.08,5.32,4.73]]	[[48640305,48640331,48640349,48640394,48640447],[48640305,48640331,48640349,48640394,48640447]]	Non-significant pvalue
1	50619000	50620000	2	0.002331002331002331	0.007952565234118632	1	1	0	8	["02_lean_control","03_obese"]	[2.775,-4.335]	[[-2.38,13.085,3.37,2.18,10.96,0.265],[-5.66,-16.525,-2.135,-2.74,-6.15,-2.96,-4.335]]	[[50619359,50619399,50619434,50619467,50619483,50619613],[50619175,50619399,50619434,50619467,50619483,50619613,50619812]]	Significant pvalue
1	51279000	51280000	2	0.001554001554001554	0.006270415053654376	1	1	0	11	["02_lean_control","03_obese"]	[4.15,-2.395]	[[3.49,3.4,10.41,3.47,4.66,11.3,3.705,4.595],[-2.395,-1.015,-2.435,-3.555,-2.07]]	[[51279694,51279709,51279769,51279790,51279809,51279848,51279913,51279954],[51279222,51279258,51279274,51279913,51279954]]	Significant pvalue
1	51611000	51612000	2	0.0015984015984015984	0.006325206325206326	1	1	0	11	["02_lean_control","03_obese"]	[-4.07,2.05]	[[-3.32,-5.52,-2.84,-6.825,-4.82,-0.245],[0.46,-1.245,10.63,-2.03,2.05,2.855,5.915,2.48,-0.11]]	[[51611212,51611255,51611293,51611369,51611683,51611965],[51611255,51611293,51611526,51611538,51611569,51611605,51611637,51611683,51611965]]	Significant pvalue
