chromosome	start	end	n_samples	pvalue	adj_pvalue	neg_med	pos_med	ambiguous_med	unique_cpg_pos	labels	med_llr_list	raw_llr_list	raw_pos_list	comment
1	2167000	2168000	2	0.05263157894736842	0.0710739717411326	1	1	0	15	["01_lean_SGLT2","02_lean_control"]	[2.01,-3.62]	[[-5.045,9.96,2.01,5.55,-2.39],[-11.37,-21.81,-2.315,-0.915,-4.85,-4.86,-3.44,-15.26,-0.76,-1.02,-9.03,-7.69,-1.3,-3.62,-2.805]]	[[2167737,2167752,2167783,2167798,2167952],[2167257,2167298,2167343,2167388,2167550,2167577,2167611,2167655,2167680,2167693,2167737,2167752,2167783,2167798,2167952]]	Non-significant pvalue
1	2294000	2295000	2	0.00038669080236729346	0.005301759790080146	1	1	0	23	["01_lean_SGLT2","02_lean_control"]	[-3.12,2.05]	[[-5.58,-2.21,0.03,-4.54,-12.85,-3.12,-3.205,-3.56,1.18,-3.92,-5.59,-3.1,-4.18,5.285,-1.92,-1.97,-7.235,-2.525,3.49],[2.19,2.555,1.99,2.05,2.68,-0.82,-0.08,2.28,-5.88,3.495,10.885,0.635,8.115,-0.87,5.38,1.995,1.66]]	[[2294102,2294123,2294135,2294188,2294207,2294234,2294291,2294426,2294437,2294448,2294460,2294504,2294526,2294680,2294705,2294743,2294783,2294807,2294828],[2294102,2294123,2294135,2294188,2294207,2294234,2294291,2294324,2294367,2294385,2294400,2294426,2294437,2294448,2294460,2294504,2294526]]	Significant pvalue
1	2595000	2596000	2	0.013986013986013986	0.028207018390379517	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.57,-4.035]	[[7.47,3.695,10.6,26.32,1.445,-1.4,-0.15,-9.44],[-6.17,-3.115,-4.035,-8.15,-1.7,-3.1,-4.205]]	[[2595010,2595042,2595071,2595114,2595252,2595280,2595301,2595342],[2595010,2595042,2595071,2595114,2595142,2595234,2595252]]	Non-significant pvalue
1	3102000	3103000	2	0.003566227822520729	0.012615799301069538	1	1	0	18	["01_lean_SGLT2","02_lean_control"]	[3.07,-3.05]	[[2.75,0.63,4.65,3.25,3.07],[-7.67,-4.735,-7.275,-8.5,-0.955,-5.025,-12.48,-8.07,-2.63,-0.81,1.095,3.86,2.815,-4.29,0.2,-3.47,2.0,0.11]]	[[3102001,3102030,3102766,3102804,3102829],[3102001,3102030,3102151,3102168,3102184,3102208,3102241,3102530,3102548,3102587,3102640,3102766,3102804,3102829,3102914,3102928,3102981,3102998]]	Non-significant pvalue
1	3222000	3223000	2	0.0004499141491537109	0.005385568582594605	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[4.965,-3.63]	[[6.07,-0.45,4.965,-1.01,5.025,1.17,7.815],[-3.22,-4.3,-2.46,-2.05,-5.385,-7.59,-2.06,-4.04,-2.05,-5.855,-4.99,-2.48]]	[[3222451,3222463,3222502,3222517,3222777,3222868,3222958],[3222039,3222051,3222146,3222158,3222200,3222335,3222451,3222463,3222502,3222517,3222868,3222958]]	Significant pvalue
1	3379000	3380000	2	0.039663074445683136	0.058179864416384536	1	1	0	22	["01_lean_SGLT2","02_lean_control"]	[-2.988,2.195]	[[0.675,-4.875,-8.23,-6.24,-4.165,-4.12,-2.67,-1.5,0.13,-4.745,-4.8,-3.2,-6.44,1.72,-4.5,-0.055,-0.925,-0.92,0.425,-3.29,-0.595,-2.775],[7.32,2.63,-2.66,-4.08,2.195]]	[[3379088,3379255,3379292,3379311,3379353,3379392,3379451,3379520,3379570,3379607,3379721,3379778,3379790,3379819,3379832,3379864,3379881,3379901,3379915,3379944,3379960,3379992],[3379392,3379721,3379778,3379790,3379819]]	Non-significant pvalue
1	3466000	3467000	2	0.0011655011655011655	0.007105290342284562	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[2.995,-3.55]	[[2.26,6.09,3.73,6.44,0.76,0.045],[-2.595,-5.425,-0.18,-6.61,-0.23,-11.24,-3.55]]	[[3466292,3466314,3466336,3466366,3466400,3466419],[3466336,3466366,3466547,3466639,3466721,3466834,3466854]]	Significant pvalue
1	5102000	5103000	2	0.007936507936507936	0.019663074095422464	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-4.475,2.52]	[[-4.475,0.03,-4.165,-4.76,-5.255],[4.09,0.08,4.44,0.95,2.52]]	[[5102571,5102589,5102630,5102870,5102911],[5102352,5102571,5102589,5102630,5102911]]	Non-significant pvalue
1	6204000	6205000	2	0.33566433566433573	0.3439255045472663	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[2.965,-2.07]	[[-7.435,-3.72,-4.19,4.285,14.17,2.15,5.32,3.78],[-5.725,-2.345,-1.575,-1.375,-2.07,-2.175,0.44]]	[[6204230,6204311,6204347,6204528,6204545,6204572,6204632,6204969],[6204019,6204059,6204095,6204311,6204479,6204775,6204969]]	Non-significant pvalue
1	6278000	6279000	2	0.08225108225108226	0.10106501912327155	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.09,-2.195]	[[0.48,2.09,4.02,2.375,-3.465],[-2.17,-0.8,-2.22,-0.39,-5.26,-2.36]]	[[6278132,6278151,6278216,6278235,6278972],[6278386,6278499,6278632,6278784,6278799,6278972]]	Non-significant pvalue
1	6540000	6541000	2	0.011538461538461539	0.024667359667359667	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[2.095,-2.475]	[[2.98,0.09,-7.71,0.52,2.095,4.09,4.725],[-3.55,-3.82,-9.31,-2.475,-1.885,-3.01,-1.23,-0.84,-2.09]]	[[6540384,6540498,6540510,6540530,6540621,6540852,6540871],[6540384,6540498,6540510,6540530,6540557,6540621,6540697,6540852,6540871]]	Non-significant pvalue
1	6903000	6904000	2	0.027366238580502796	0.04495679068988102	1	1	0	16	["01_lean_SGLT2","02_lean_control"]	[-2.065,2.895]	[[-11.255,-2.01,-8.47,-4.47,-1.0,-3.14,-0.32,-2.065,-1.55,-4.345,-6.38,-2.285,-0.04,-0.38,1.03],[12.84,2.895,12.89,13.005,2.6,3.01,-11.885,-4.305,-1.3]]	[[6903273,6903311,6903331,6903357,6903388,6903407,6903533,6903577,6903605,6903644,6903658,6903859,6903873,6903909,6903977],[6903273,6903311,6903331,6903357,6903388,6903407,6903644,6903658,6903740]]	Non-significant pvalue
1	7268000	7269000	2	0.280963480963481	0.29203957088319776	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[2.375,-2.435]	[[-4.91,-4.01,3.2,5.425,8.025,2.375,-3.05],[-2.68,-5.17,-3.0,-2.19,-1.32,-0.21,0.21,-5.15]]	[[7268013,7268085,7268129,7268142,7268167,7268210,7268411],[7268013,7268085,7268129,7268142,7268167,7268210,7268243,7268411]]	Non-significant pvalue
1	7322000	7323000	2	3.685684800235884e-05	0.002746913037315643	1	1	0	16	["01_lean_SGLT2","02_lean_control"]	[4.225,-3.345]	[[0.82,11.035,9.49,7.63,0.4,0.22],[-1.17,-2.54,-3.86,-4.95,-1.91,-1.79,-3.345,-9.87,-3.57,-14.59,-4.175,-7.755,-1.825,-1.905,-3.32]]	[[7322240,7322353,7322365,7322781,7322909,7322963],[7322020,7322040,7322070,7322087,7322099,7322120,7322240,7322353,7322365,7322447,7322473,7322495,7322664,7322909,7322963]]	Significant pvalue
1	7369000	7370000	2	0.026223776223776224	0.04337272763827913	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[-2.66,3.98]	[[-1.285,-8.125,-1.2,-3.51,-4.13,-2.66,2.03],[-2.965,-1.935,6.545,2.635,8.27,3.98,10.41]]	[[7369699,7369719,7369796,7369819,7369862,7369894,7369962],[7369699,7369719,7369738,7369766,7369796,7369819,7369862]]	Non-significant pvalue
1	7599000	7600000	2	0.0007447068863459854	0.006158119846157401	1	1	0	18	["01_lean_SGLT2","02_lean_control"]	[-4.127,2.72]	[[-5.335,-4.455,-4.155,-3.07,-3.53,-7.36,-6.12,4.68,3.86,-5.665,-1.6,1.5,-4.935,-4.1],[5.18,8.765,10.25,1.48,1.59,5.25,-1.34,2.72,-1.855,1.77,3.05,4.595,1.515]]	[[7599174,7599202,7599219,7599280,7599300,7599330,7599346,7599470,7599498,7599562,7599615,7599705,7599756,7599869],[7599280,7599300,7599330,7599346,7599400,7599418,7599442,7599470,7599498,7599523,7599562,7599705,7599756]]	Significant pvalue
1	7969000	7970000	2	2.162085868521545e-05	0.0025912310497290736	1	1	0	18	["01_lean_SGLT2","02_lean_control"]	[3.49,-3.16]	[[8.85,4.25,-0.6,2.795,3.49,0.67,3.265,3.965,2.615,5.82,4.16],[-0.545,-2.945,-8.07,-12.09,-8.39,-10.7,-3.55,-5.58,-3.65,-2.08,-1.75,-3.375,-0.72,-16.28,-0.455,-0.245,-0.345,-2.51]]	[[7969300,7969336,7969365,7969643,7969655,7969668,7969682,7969895,7969909,7969924,7969956],[7969020,7969045,7969266,7969300,7969336,7969365,7969439,7969536,7969556,7969643,7969655,7969668,7969682,7969789,7969895,7969909,7969924,7969956]]	Significant pvalue
1	8004000	8005000	2	0.0018477566465182563	0.008980494669099483	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[2.093,-2.565]	[[-4.12,3.455,1.075,6.52,7.21,-0.76,1.965,2.22],[0.24,-0.8,-2.57,-3.23,-2.12,-5.315,-2.565,-1.0,-2.11,-6.17,-3.705,-2.475,-11.795]]	[[8004005,8004246,8004310,8004353,8004408,8004451,8004476,8004496],[8004005,8004246,8004310,8004353,8004408,8004451,8004476,8004496,8004607,8004631,8004645,8004794,8004974]]	Significant pvalue
1	8098000	8099000	2	0.045942970516378405	0.06460602609503169	1	1	0	20	["01_lean_SGLT2","02_lean_control"]	[2.135,-3.89]	[[3.2,1.455,6.27,4.735,2.815,3.375,-7.285,-7.225,-2.36,-2.35],[-6.245,-1.76,-5.13,-8.24,-5.15,1.3,-3.89,-1.45,-1.05,-0.64,-4.85,-7.27,-2.225,-0.43,-2.24,-5.74,-9.91,-4.865,-1.435]]	[[8098065,8098334,8098353,8098385,8098422,8098444,8098658,8098673,8098730,8098936],[8098028,8098065,8098154,8098174,8098197,8098249,8098282,8098298,8098310,8098334,8098353,8098385,8098422,8098444,8098527,8098633,8098658,8098673,8098730]]	Non-significant pvalue
1	8127000	8128000	2	0.017316017316017316	0.03221733463668948	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-2.157,3.49]	[[-2.59,-4.18,-0.345,0.09,-1.725,-4.215],[8.33,4.38,3.49,-1.145,0.815]]	[[8127514,8127703,8127781,8127814,8127927,8127998],[8127224,8127470,8127514,8127927,8127998]]	Non-significant pvalue
1	8217000	8218000	2	0.002026110403809049	0.009553820145531789	1	1	0	19	["01_lean_SGLT2","02_lean_control"]	[3.23,-3.53]	[[-18.395,-2.78,-1.24,3.23,-1.4,5.1,5.025,0.8,0.91,8.27,5.16,-1.405,9.695,8.86,13.815],[-1.995,-2.35,-7.475,-0.64,0.1,-8.405,-2.745,-4.7,2.39,-8.6,-3.53,-10.035,-5.35]]	[[8217327,8217346,8217374,8217678,8217698,8217712,8217747,8217777,8217792,8217813,8217841,8217860,8217877,8217902,8217929],[8217106,8217374,8217409,8217443,8217467,8217747,8217777,8217792,8217813,8217841,8217860,8217877,8217902]]	Significant pvalue
1	8335000	8336000	2	0.020200387847446672	0.03538982677149572	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[-2.85,3.27]	[[-1.525,-6.115,-6.78,-11.415,-1.715,-4.89,-2.35,-2.145,-2.85,0.63,-4.11],[5.695,3.43,-8.06,2.43,3.11,3.795]]	[[8335188,8335208,8335295,8335453,8335481,8335496,8335564,8335586,8335609,8335653,8335847],[8335453,8335481,8335496,8335564,8335586,8335609]]	Non-significant pvalue
1	8645000	8646000	2	0.01130426123203974	0.024380833359354967	1	1	0	21	["01_lean_SGLT2","02_lean_control"]	[3.04,-2.01]	[[4.155,5.11,3.615,8.66,2.98,-10.185,-1.515,3.04,-2.45],[-12.315,-6.045,-5.365,-3.25,-2.01,-1.64,-5.935,-1.855,-0.02,0.93,1.02,-0.96,-1.76,0.36,-2.52,-3.33,-10.525]]	[[8645097,8645151,8645169,8645181,8645193,8645538,8645560,8645584,8645600],[8645031,8645048,8645097,8645181,8645193,8645250,8645584,8645600,8645699,8645735,8645757,8645785,8645822,8645855,8645873,8645981,8645998]]	Non-significant pvalue
1	8835000	8836000	2	0.021684111364991994	0.03763495795876833	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-2.68,2.18]	[[-1.855,-3.96,-0.73,1.18,-2.68,-10.385,-1.19,-3.71,-11.825],[-2.02,-0.915,3.375,-7.695,10.105,4.045,2.18,0.06,7.265]]	[[8835213,8835285,8835386,8835439,8835522,8835544,8835776,8835793,8835911],[8835213,8835285,8835386,8835738,8835776,8835793,8835911,8835961,8835974]]	Non-significant pvalue
1	8952000	8953000	2	0.004662004662004662	0.014206937923258986	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[2.327,-2.075]	[[2.445,3.48,1.175,2.21,13.605,-1.25],[-6.845,-2.075,-2.15,-1.075,-1.88,-1.09,-2.155]]	[[8952348,8952385,8952404,8952437,8952513,8952865],[8952348,8952385,8952404,8952437,8952513,8952755,8952865]]	Non-significant pvalue
1	8974000	8975000	2	0.10245636716224953	0.12055483291236797	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[-2.662,2.602]	[[-0.02,0.42,3.58,-9.135,-3.935,-0.78,-10.925,-13.405,-8.62,-4.32,-0.855,-1.39],[3.185,2.955,2.275,-7.74,-2.36,2.93]]	[[8974035,8974146,8974158,8974217,8974247,8974280,8974352,8974668,8974817,8974855,8974911,8974969],[8974035,8974146,8974158,8974200,8974217,8974352]]	Non-significant pvalue
1	9088000	9089000	2	0.00016160310277957336	0.004151585350572122	1	1	0	16	["01_lean_SGLT2","02_lean_control"]	[2.758,-5.615]	[[1.655,5.88,3.0,2.475,3.225,2.515],[-0.26,-0.14,-5.615,-14.1,-3.88,-17.415,-24.29,-6.71,-13.79,-2.005,-1.5]]	[[9088153,9088809,9088829,9088865,9088918,9088947],[9088153,9088209,9088247,9088277,9088500,9088530,9088564,9088593,9088621,9088655,9088765]]	Significant pvalue
1	10112000	10113000	2	0.2452781168067728	0.2576560297399167	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-2.85,2.185]	[[-4.305,-3.605,-0.31,-3.72,2.01,-1.57,-2.85,0.27,-3.965,-0.75,-9.99],[7.72,2.995,8.95,4.545,6.59,-4.825,-3.335,-4.99,1.375,-10.81]]	[[10112000,10112038,10112053,10112072,10112086,10112097,10112143,10112169,10112403,10112440,10112925],[10112038,10112053,10112072,10112086,10112097,10112143,10112169,10112403,10112440,10112799]]	Non-significant pvalue
1	10219000	10220000	2	0.05194805194805195	0.07024087024087025	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-2.04,2.008]	[[-0.71,-4.12,-2.38,-2.04,-0.455],[3.58,-2.585,0.32,2.075,6.98,1.94]]	[[10219224,10219273,10219293,10219307,10219803],[10219224,10219273,10219293,10219307,10219537,10219803]]	Non-significant pvalue
1	10771000	10772000	2	0.01767676767676768	0.03221733463668948	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[-2.465,3.05]	[[-0.62,-5.83,-2.465,-1.43,-5.94,-1.21,-6.73],[-0.61,3.05,4.0,-1.75,6.91]]	[[10771000,10771072,10771249,10771311,10771449,10771843,10771894],[10771000,10771449,10771666,10771716,10771755]]	Non-significant pvalue
1	11342000	11343000	2	0.06526806526806528	0.08374215673485748	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[2.08,-2.152]	[[-3.66,8.18,2.08,0.025,5.82],[-13.99,-2.575,1.03,-0.06,1.64,-1.73,-5.425,-6.445]]	[[11342615,11342707,11342795,11342898,11342926],[11342143,11342470,11342615,11342655,11342707,11342795,11342898,11342926]]	Non-significant pvalue
1	12189000	12190000	2	0.00024975024975024975	0.004791413012532785	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[3.585,-5.032]	[[2.31,5.015,1.24,1.055,5.6,4.86],[-5.475,-5.97,-2.235,-2.465,-0.59,-4.59,-8.74,-6.365,-22.14,-1.65]]	[[12189729,12189743,12189793,12189818,12189930,12189990],[12189128,12189191,12189205,12189259,12189675,12189729,12189743,12189838,12189930,12189990]]	Significant pvalue
1	13974000	13975000	2	0.013986013986013986	0.028207018390379517	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[2.01,-2.242]	[[-2.325,4.84,2.9,2.01,2.22,1.145,-0.925],[-0.56,0.165,-2.755,-2.585,-1.96,-0.09,-2.765,-2.525]]	[[13974025,13974073,13974163,13974186,13974262,13974887,13974951],[13974163,13974186,13974338,13974371,13974766,13974787,13974887,13974951]]	Non-significant pvalue
1	14218000	14219000	2	0.02654370762772395	0.043810271744454135	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[-2.305,2.755]	[[2.63,-1.02,-5.735,-2.675,0.395,-4.32,-4.49,-6.75,-0.63,-0.03,-2.305],[-6.28,-2.335,2.84,2.67,4.8,5.32,0.245,3.58,3.28,-1.61]]	[[14218018,14218146,14218250,14218296,14218320,14218479,14218497,14218519,14218547,14218628,14218848],[14218018,14218146,14218296,14218320,14218479,14218497,14218519,14218547,14218628,14218848]]	Non-significant pvalue
1	14244000	14245000	2	0.1805694305694306	0.1946815672973711	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-2.01,3.33]	[[-0.09,8.83,-0.275,-9.23,-4.39,-2.115,2.57,-5.09,-2.23,-1.905],[-0.14,15.87,6.8,10.63,-5.14,-1.305]]	[[14244243,14244262,14244317,14244334,14244465,14244582,14244752,14244829,14244893,14244948],[14244243,14244262,14244317,14244334,14244638,14244656]]	Non-significant pvalue
1	14627000	14628000	2	0.030303030303030304	0.04690743046907431	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[2.265,-6.01]	[[2.07,-4.735,7.24,5.27,2.265],[-11.555,-2.23,-7.77,-2.635,-8.51,-4.25]]	[[14627210,14627708,14627796,14627845,14627865],[14627106,14627210,14627638,14627708,14627845,14627865]]	Non-significant pvalue
1	21061000	21062000	2	0.030303030303030304	0.04690743046907431	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-3.325,2.33]	[[-1.875,1.32,-4.775,-0.57,-5.1,-8.35],[2.0,2.33,-2.355,3.475,2.59]]	[[21061214,21061249,21061524,21061595,21061784,21061799],[21061131,21061163,21061214,21061249,21061595]]	Non-significant pvalue
1	21315000	21316000	2	0.03496503496503496	0.05191429874677176	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-2.105,2.61]	[[-1.11,-0.225,-5.065,-3.1,1.43,-3.16],[5.01,2.345,2.61,-2.055,-1.475,5.26,5.3]]	[[21315007,21315433,21315449,21315635,21315654,21315863],[21315433,21315449,21315635,21315654,21315682,21315722,21315863]]	Non-significant pvalue
1	21594000	21595000	2	0.018648018648018648	0.03348599943378604	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[-3.572,2.645]	[[-3.56,0.105,-1.93,-5.49,-5.37,-3.585,0.58,-5.035],[2.645,-0.09,3.31,4.585,-1.16]]	[[21594134,21594320,21594343,21594440,21594486,21594716,21594772,21594806],[21594000,21594320,21594343,21594486,21594898]]	Non-significant pvalue
1	22196000	22197000	2	0.030303030303030304	0.04690743046907431	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-3.84,2.655]	[[-2.185,-3.84,-4.135,-6.985,-1.185],[5.165,-1.775,4.31,4.49,-3.2,1.0]]	[[22196017,22196501,22196519,22196543,22196563],[22196017,22196138,22196501,22196519,22196543,22196563]]	Non-significant pvalue
1	22341000	22342000	2	0.010745697223278365	0.02363875440798518	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-3.14,2.37]	[[-3.14,-2.705,-1.67,-2.71,-0.82,-5.29,-7.05,-3.585,-1.39,-6.525,-3.56],[-1.805,5.495,5.19,2.37,-1.39]]	[[22341139,22341176,22341208,22341372,22341404,22341452,22341488,22341764,22341800,22341835,22341959],[22341139,22341663,22341800,22341835,22341959]]	Non-significant pvalue
1	26347000	26348000	2	0.16491841491841494	0.18024244034606732	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[4.015,-2.92]	[[4.45,6.015,4.69,4.015,-0.3,-8.07,-3.31],[-2.92,-5.78,1.26,-2.56,-0.285,-3.705,-7.325]]	[[26347034,26347051,26347087,26347101,26347181,26347604,26347698],[26347034,26347051,26347087,26347101,26347181,26347366,26347420]]	Non-significant pvalue
1	30339000	30340000	2	0.008658008658008658	0.020284186459573344	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[3.095,-5.302]	[[-4.44,3.28,5.805,2.91,2.49,4.66],[-1.66,-0.41,-5.435,-5.75,-5.275,-5.33]]	[[30339008,30339021,30339335,30339348,30339400,30339852],[30339008,30339021,30339335,30339348,30339400,30339472]]	Non-significant pvalue
1	30777000	30778000	2	0.15079365079365079	0.16560607813644954	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[2.22,-3.415]	[[4.94,2.69,0.1,-2.065,2.22],[-2.87,-4.375,-3.415,-6.12,10.42]]	[[30777041,30777280,30777816,30777909,30777980],[30777338,30777411,30777816,30777909,30777980]]	Non-significant pvalue
1	32083000	32084000	2	0.019230769230769232	0.034279523293607804	1	1	0	14	["01_lean_SGLT2","02_lean_control"]	[2.58,-2.265]	[[-1.59,2.47,2.58,5.37,2.725],[-4.32,-2.265,-7.96,-2.465,-0.14,3.54,-3.92,-2.47,-1.77,-1.37,-0.695]]	[[32083071,32083560,32083586,32083719,32083736],[32083262,32083308,32083416,32083442,32083719,32083736,32083762,32083784,32083845,32083878,32083894]]	Non-significant pvalue
